run_id,condition_1,condition_2,condition_3,condition_4,condition_5
231,"(700.0, 2.5, 0.005, 10, 40.0)","(650.0, 2.0, 0.007, 8, 45.0)","(600.0, 1.8, 0.009, 6, 50.0)","(550.0, 1.5, 0.012, 4, 60.0)","(500.0, 1.0, 0.015, 2, 70.0)"
232,"(700.0, 2.0, 0.01, 10, 100.0)","(680.0, 1.8, 0.015, 9, 90.0)","(650.0, 1.6, 0.02, 8, 80.0)","(620.0, 1.4, 0.025, 7, 70.0)","(600.0, 1.2, 0.03, 6, 60.0)"
233,"(700.0, 1.5, 0.001, 5, 50.0)","(750.0, 2.0, 0.01, 5, 60.0)","(700.0, 1.8, 0.02, 4, 70.0)","(650.0, 1.5, 0.03, 3, 80.0)","(600.0, 1.3, 0.04, 2, 90.0)"
234,"(700.0, 2.0, 0.005, 10, 20.0)","(650.0, 1.8, 0.008, 8, 15.0)","(600.0, 1.6, 0.012, 6, 10.0)","(550.0, 1.4, 0.015, 4, 5.0)","(500.0, 1.2, 0.02, 2, 2.5)"
235,"(750.0, 2.5, 0.01, 5, 50.0)","(700.0, 2.0, 0.015, 4, 45.0)","(650.0, 1.8, 0.02, 3, 40.0)","(600.0, 1.5, 0.025, 2, 35.0)","(550.0, 1.0, 0.03, 1, 30.0)"
236,"(650.0, 2.0, 0.01, 5, 50.0)","(630.0, 1.8, 0.02, 4, 60.0)","(600.0, 1.5, 0.03, 3, 70.0)","(580.0, 1.3, 0.04, 2, 80.0)","(550.0, 1.0, 0.05, 1, 90.0)"
237,"(700.0, 2.5, 0.005, 8, 100.0)","(680.0, 2.3, 0.006, 7, 95.0)","(660.0, 2.1, 0.007, 6, 90.0)","(640.0, 1.9, 0.008, 5, 85.0)","(620.0, 1.7, 0.009, 4, 80.0)"
238,"(700.0, 2.5, 0.001, 10, 50.0)","(680.0, 2.3, 0.0015, 8, 60.0)","(650.0, 2.0, 0.002, 6, 70.0)","(620.0, 1.8, 0.0025, 4, 80.0)","(600.0, 1.5, 0.003, 2, 90.0)"
239,"(750.0, 3.0, 0.001, 5, 100.0)","(700.0, 2.5, 0.002, 4, 120.0)","(650.0, 2.0, 0.003, 3, 150.0)","(600.0, 1.5, 0.004, 2, 180.0)","(550.0, 1.0, 0.005, 1, 200.0)"
240,"(800.0, 2.5, 0.005, 10, 150.0)","(750.0, 2.0, 0.006, 8, 140.0)","(700.0, 1.8, 0.007, 6, 130.0)","(650.0, 1.5, 0.008, 4, 120.0)","(600.0, 1.0, 0.009, 2, 110.0)"
241,"(750.0, 2.5, 0.005, 10, 100.0)","(700.0, 2.0, 0.004, 8, 90.0)","(650.0, 1.8, 0.003, 6, 80.0)","(600.0, 1.5, 0.002, 4, 70.0)","(550.0, 1.0, 0.001, 2, 60.0)"
242,"(850.0, 3.0, 0.005, 10, 200.0)","(800.0, 2.5, 0.004, 8, 180.0)","(750.0, 2.0, 0.003, 6, 160.0)","(700.0, 1.8, 0.002, 5, 140.0)","(650.0, 1.5, 0.001, 4, 120.0)"
243,"(850.0, 3.0, 0.002, 10, 100.0)","(800.0, 2.8, 0.003, 9, 95.0)","(750.0, 2.5, 0.004, 8, 90.0)","(700.0, 2.2, 0.005, 7, 85.0)","(650.0, 2.0, 0.006, 6, 80.0)"
244,"(700.0, 2.5, 0.5, 10, 250.0)","(680.0, 2.0, 0.3, 8, 200.0)","(660.0, 1.5, 0.1, 6, 150.0)","(640.0, 1.0, 0.05, 4, 100.0)","(620.0, 0.5, 0.01, 2, 50.0)"
245,"(700.0, 2.5, 0.1, 10, 100.0)","(650.0, 2.0, 0.08, 8, 80.0)","(600.0, 1.8, 0.05, 6, 60.0)","(550.0, 1.5, 0.03, 4, 40.0)","(500.0, 1.0, 0.1, 2, 20.0)"
246,"(750.0, 2.5, 0.001, 5, 100.0)","(700.0, 2.0, 0.002, 4, 90.0)","(650.0, 1.8, 0.003, 3, 80.0)","(600.0, 1.5, 0.004, 2, 70.0)","(550.0, 1.2, 0.005, 1, 60.0)"
247,"(800.0, 2.5, 0.01, 10, 30.0)","(780.0, 2.3, 0.015, 9, 35.0)","(760.0, 2.1, 0.02, 8, 40.0)","(740.0, 1.9, 0.025, 7, 45.0)","(720.0, 1.7, 0.03, 6, 50.0)"
248,"(850.0, 3.0, 0.002, 10, 100.0)","(800.0, 2.5, 0.003, 5, 150.0)","(750.0, 1.8, 0.004, 3, 180.0)","(700.0, 1.5, 0.005, 2, 200.0)","(650.0, 1.0, 0.01, 1, 300.0)"
249,"(800.0, 3.0, 0.001, 10, 200.0)","(780.0, 2.8, 0.0008, 9, 180.0)","(760.0, 2.6, 0.0006, 8, 160.0)","(740.0, 2.4, 0.0004, 7, 140.0)","(720.0, 2.2, 0.0002, 6, 120.0)"
250,"(750.0, 2.0, 0.0005, 5, 50.0)","(700.0, 1.8, 0.0007, 5, 55.0)","(650.0, 1.6, 0.0009, 5, 60.0)","(600.0, 1.4, 0.0011, 5, 65.0)","(550.0, 1.2, 0.0013, 5, 70.0)"
251,"(850.0, 3.0, 0.001, 10, 100.0)","(800.0, 2.5, 0.0005, 8, 100.0)","(750.0, 2.0, 0.01, 5, 100.0)","(700.0, 1.5, 0.02, 3, 100.0)","(650.0, 1.0, 0.05, 1, 100.0)"
252,"(850.0, 2.0, 5e-05, 5, 200.0)","(800.0, 1.8, 0.0001, 4, 180.0)","(750.0, 1.5, 0.0002, 3, 160.0)","(700.0, 1.3, 0.0003, 2, 140.0)","(650.0, 1.0, 0.0004, 1, 120.0)"
253,"(700.0, 2.5, 0.001, 5, 200.0)","(650.0, 2.0, 0.002, 4, 180.0)","(600.0, 1.8, 0.003, 3, 160.0)","(550.0, 1.5, 0.004, 2, 140.0)","(500.0, 1.3, 0.005, 1, 120.0)"
254,"(700.0, 2.5, 0.005, 10, 150.0)","(650.0, 2.0, 0.006, 8, 180.0)","(600.0, 1.8, 0.007, 6, 200.0)","(550.0, 1.5, 0.008, 5, 220.0)","(500.0, 1.0, 0.009, 4, 250.0)"
255,"(650.0, 2.5, 0.015, 5, 50.0)","(600.0, 2.0, 0.02, 4, 60.0)","(550.0, 1.8, 0.03, 3, 70.0)","(500.0, 1.5, 0.04, 2, 80.0)","(450.0, 1.0, 0.05, 1, 90.0)"
256,"(750.0, 2.0, 0.001, 5, 50.0)","(700.0, 2.2, 0.0012, 6, 60.0)","(650.0, 1.8, 0.0015, 4, 70.0)","(600.0, 1.5, 0.002, 3, 80.0)","(550.0, 1.0, 0.0025, 2, 90.0)"
257,"(700.0, 2.0, 0.001, 10, 200.0)","(650.0, 1.8, 0.002, 8, 180.0)","(600.0, 1.5, 0.003, 6, 160.0)","(550.0, 1.2, 0.004, 4, 140.0)","(500.0, 1.0, 0.005, 2, 120.0)"
258,"(700.0, 2.5, 0.01, 3, 50.0)","(650.0, 2.0, 0.02, 3, 60.0)","(600.0, 1.5, 0.03, 2, 70.0)","(550.0, 1.0, 0.04, 1, 80.0)","(500.0, 0.5, 0.05, 1, 90.0)"
259,"(800.0, 1.5, 0.001, 5, 80.0)","(780.0, 2.0, 0.005, 5, 70.0)","(760.0, 2.5, 0.01, 5, 60.0)","(740.0, 1.0, 0.02, 10, 50.0)","(600.0, 0.5, 0.05, 15, 40.0)"
260,"(800.0, 3.0, 0.005, 10, 30.0)","(780.0, 2.8, 0.0055, 9, 35.0)","(760.0, 2.6, 0.006, 8, 40.0)","(740.0, 2.4, 0.0065, 7, 45.0)","(720.0, 2.2, 0.007, 6, 50.0)"
261,"(750.0, 2.5, 0.001, 10, 150.0)","(700.0, 2.3, 0.002, 8, 140.0)","(650.0, 2.0, 0.003, 6, 130.0)","(600.0, 1.8, 0.004, 4, 120.0)","(550.0, 1.5, 0.005, 2, 100.0)"
263,"(850.0, 3.5, 0.0005, 10, 200.0)","(800.0, 3.0, 0.0006, 8, 180.0)","(750.0, 2.5, 0.0007, 6, 160.0)","(700.0, 2.0, 0.0008, 4, 140.0)","(650.0, 1.5, 0.0009, 2, 120.0)"
264,"(700.0, 2.0, 0.01, 5, 50.0)","(680.0, 1.8, 0.015, 4, 60.0)","(650.0, 1.5, 0.02, 3, 70.0)","(620.0, 1.3, 0.025, 2, 80.0)","(600.0, 1.0, 0.03, 1, 90.0)"
265,"(700.0, 3.0, 0.01, 10, 50.0)","(650.0, 2.5, 0.015, 8, 60.0)","(600.0, 2.0, 0.02, 6, 70.0)","(550.0, 1.5, 0.025, 4, 80.0)","(500.0, 1.0, 0.03, 2, 90.0)"
266,"(750.0, 1.5, 0.001, 5, 50.0)","(700.0, 1.4, 0.002, 4, 55.0)","(650.0, 1.3, 0.003, 3, 60.0)","(600.0, 1.2, 0.004, 2, 65.0)","(550.0, 1.0, 0.005, 1, 70.0)"
267,"(800.0, 3.0, 0.005, 5, 100.0)","(750.0, 2.5, 0.003, 4, 90.0)","(700.0, 2.0, 0.002, 3, 80.0)","(650.0, 1.8, 0.004, 2, 70.0)","(600.0, 1.5, 0.01, 1, 60.0)"
268,"(800.0, 2.5, 0.001, 10, 150.0)","(780.0, 2.0, 0.002, 8, 140.0)","(760.0, 1.8, 0.003, 6, 130.0)","(740.0, 1.5, 0.004, 5, 120.0)","(720.0, 1.3, 0.005, 4, 110.0)"
269,"(750.0, 2.5, 0.0005, 10, 20.0)","(700.0, 2.0, 0.005, 8, 30.0)","(650.0, 1.8, 0.05, 6, 40.0)","(600.0, 1.5, 0.5, 4, 50.0)","(550.0, 1.0, 1.0, 2, 60.0)"
270,"(750.0, 2.0, 0.01, 10, 80.0)","(700.0, 1.8, 0.015, 8, 85.0)","(680.0, 1.6, 0.02, 6, 90.0)","(650.0, 1.4, 0.03, 4, 95.0)","(620.0, 1.2, 0.04, 2, 100.0)"
271,"(700.0, 1.8, 0.001, 10, 50.0)","(680.0, 2.0, 0.002, 8, 60.0)","(720.0, 1.5, 0.003, 12, 70.0)","(650.0, 2.5, 0.004, 5, 80.0)","(750.0, 1.0, 0.005, 15, 90.0)"
272,"(750.0, 3.0, 0.0001, 10, 50.0)","(700.0, 2.8, 0.0002, 9, 55.0)","(650.0, 2.5, 0.0003, 8, 60.0)","(600.0, 2.2, 0.0004, 7, 65.0)","(550.0, 2.0, 0.0005, 6, 70.0)"
273,"(700.0, 2.0, 0.002, 5, 50.0)","(650.0, 1.8, 0.003, 4, 60.0)","(600.0, 1.5, 0.004, 3, 70.0)","(550.0, 1.3, 0.005, 2, 80.0)","(500.0, 1.0, 0.006, 1, 90.0)"
274,"(850.0, 3.0, 0.0001, 10, 100.0)","(800.0, 2.8, 0.0002, 9, 105.0)","(750.0, 2.5, 0.0003, 8, 110.0)","(700.0, 2.0, 0.0004, 7, 115.0)","(650.0, 1.8, 0.0005, 6, 120.0)"
275,"(800.0, 3.0, 0.001, 10, 200.0)","(750.0, 2.5, 0.0005, 8, 180.0)","(700.0, 2.0, 0.001, 6, 160.0)","(650.0, 1.8, 0.002, 5, 140.0)","(600.0, 1.5, 0.003, 4, 120.0)"
276,"(850.0, 3.5, 0.001, 10, 200.0)","(800.0, 3.0, 0.002, 8, 200.0)","(750.0, 2.5, 0.003, 6, 200.0)","(700.0, 2.0, 0.004, 4, 200.0)","(650.0, 1.5, 0.005, 2, 200.0)"
277,"(750.0, 2.5, 0.005, 3, 200.0)","(720.0, 2.0, 0.003, 4, 180.0)","(700.0, 1.8, 0.002, 5, 160.0)","(680.0, 1.6, 0.0015, 6, 140.0)","(650.0, 1.4, 0.001, 7, 120.0)"
278,"(850.0, 3.5, 0.002, 10, 200.0)","(800.0, 3.0, 0.003, 8, 250.0)","(750.0, 2.5, 0.004, 6, 300.0)","(700.0, 2.0, 0.005, 5, 350.0)","(650.0, 1.5, 0.006, 4, 400.0)"
279,"(800.0, 2.5, 0.001, 10, 200.0)","(780.0, 2.2, 0.0015, 9, 180.0)","(760.0, 2.0, 0.002, 8, 160.0)","(740.0, 1.8, 0.0025, 7, 140.0)","(720.0, 1.6, 0.003, 6, 120.0)"
281,"(750.0, 1.8, 0.005, 5, 40.0)","(720.0, 1.5, 0.003, 4, 50.0)","(700.0, 1.3, 0.002, 3, 60.0)","(680.0, 1.0, 0.001, 2, 70.0)","(650.0, 0.8, 0.0005, 1, 80.0)"
282,"(800.0, 2.5, 0.005, 10, 50.0)","(750.0, 2.0, 0.008, 8, 60.0)","(700.0, 1.8, 0.01, 6, 70.0)","(650.0, 1.5, 0.012, 4, 80.0)","(600.0, 1.2, 0.015, 2, 90.0)"
283,"(700.0, 3.0, 0.05, 10, 50.0)","(650.0, 3.5, 0.06, 8, 50.0)","(600.0, 4.0, 0.07, 6, 50.0)","(550.0, 4.5, 0.08, 4, 50.0)","(500.0, 5.0, 0.09, 2, 50.0)"
284,"(750.0, 2.5, 0.01, 5, 50.0)","(700.0, 2.0, 0.01, 5, 55.0)","(650.0, 1.8, 0.01, 5, 60.0)","(600.0, 1.5, 0.01, 5, 65.0)","(550.0, 1.0, 0.01, 5, 70.0)"
285,"(850.0, 3.0, 0.001, 10, 50.0)","(800.0, 2.5, 0.002, 9, 60.0)","(750.0, 2.0, 0.003, 8, 70.0)","(700.0, 1.8, 0.004, 7, 80.0)","(650.0, 1.5, 0.005, 6, 90.0)"
286,"(700.0, 1.5, 0.0001, 10, 50.0)","(650.0, 2.0, 0.0002, 8, 60.0)","(600.0, 2.5, 0.0003, 6, 70.0)","(550.0, 3.0, 0.0004, 4, 80.0)","(500.0, 3.5, 0.0005, 2, 90.0)"
287,"(800.0, 3.0, 0.005, 10, 80.0)","(750.0, 2.5, 0.008, 8, 90.0)","(700.0, 2.0, 0.01, 7, 100.0)","(650.0, 1.5, 0.015, 6, 110.0)","(600.0, 1.0, 0.02, 5, 120.0)"
288,"(800.0, 2.0, 0.001, 5, 100.0)","(750.0, 2.5, 0.0005, 5, 150.0)","(700.0, 3.0, 0.0001, 5, 200.0)","(650.0, 3.5, 0.0002, 5, 250.0)","(600.0, 4.0, 5e-05, 5, 300.0)"
289,"(780.0, 2.5, 0.005, 5, 100.0)","(750.0, 2.0, 0.004, 6, 90.0)","(720.0, 1.8, 0.006, 7, 80.0)","(700.0, 1.5, 0.007, 8, 70.0)","(680.0, 1.2, 0.008, 9, 60.0)"
290,"(750.0, 1.8, 0.01, 10, 50.0)","(730.0, 1.6, 0.02, 8, 60.0)","(710.0, 1.4, 0.03, 6, 70.0)","(690.0, 1.2, 0.04, 4, 80.0)","(670.0, 1.0, 0.05, 2, 90.0)"
291,"(800.0, 3.5, 0.05, 10, 400.0)","(780.0, 3.3, 0.05, 9, 350.0)","(760.0, 3.1, 0.05, 8, 300.0)","(740.0, 2.9, 0.05, 7, 250.0)","(720.0, 2.7, 0.05, 6, 200.0)"
292,"(850.0, 3.0, 0.0001, 10, 200.0)","(800.0, 2.5, 0.0002, 8, 180.0)","(750.0, 2.0, 0.0003, 6, 160.0)","(700.0, 1.5, 0.0004, 5, 140.0)","(650.0, 1.0, 0.0005, 4, 120.0)"
293,"(850.0, 3.5, 0.1, 10, 30.0)","(800.0, 3.0, 0.1, 8, 35.0)","(750.0, 2.5, 0.1, 6, 40.0)","(700.0, 2.0, 0.08, 4, 45.0)","(650.0, 1.5, 0.05, 2, 50.0)"
294,"(850.0, 3.0, 0.1, 10, 200.0)","(820.0, 2.8, 0.12, 9, 180.0)","(790.0, 2.5, 0.15, 8, 160.0)","(760.0, 2.2, 0.18, 7, 140.0)","(730.0, 2.0, 0.2, 6, 120.0)"
295,"(750.0, 3.0, 0.005, 10, 150.0)","(700.0, 2.8, 0.006, 8, 140.0)","(650.0, 2.5, 0.007, 6, 130.0)","(600.0, 2.3, 0.008, 4, 120.0)","(550.0, 2.0, 0.009, 2, 110.0)"
296,"(850.0, 3.0, 0.001, 10, 50.0)","(800.0, 2.5, 0.001, 9, 55.0)","(750.0, 2.0, 0.001, 8, 60.0)","(700.0, 1.8, 0.001, 7, 65.0)","(650.0, 1.5, 0.001, 6, 70.0)"
297,"(750.0, 1.8, 0.015, 5, 50.0)","(720.0, 1.7, 0.02, 4, 55.0)","(700.0, 1.6, 0.025, 4, 60.0)","(680.0, 1.5, 0.03, 3, 65.0)","(650.0, 1.4, 0.035, 3, 70.0)"
298,"(800.0, 2.0, 0.005, 5, 100.0)","(750.0, 1.8, 0.01, 4, 60.0)","(700.0, 1.5, 0.02, 3, 70.0)","(650.0, 1.3, 0.04, 2, 80.0)","(600.0, 1.0, 0.05, 1, 90.0)"
299,"(800.0, 3.0, 0.001, 10, 100.0)","(750.0, 2.5, 0.0015, 8, 80.0)","(700.0, 2.0, 0.002, 6, 85.0)","(650.0, 1.5, 0.003, 4, 90.0)","(550.0, 1.0, 1.0, 1, 50.0)"
300,"(700.0, 2.0, 0.01, 5, 50.0)","(680.0, 1.8, 0.02, 4, 60.0)","(660.0, 1.5, 0.03, 3, 70.0)","(640.0, 1.3, 0.04, 2, 80.0)","(550.0, 1.0, 0.05, 1, 90.0)"
301,"(850.0, 2.5, 0.005, 10, 100.0)","(800.0, 2.2, 0.004, 8, 110.0)","(750.0, 2.0, 0.003, 6, 120.0)","(700.0, 1.8, 0.002, 4, 130.0)","(650.0, 1.5, 0.001, 2, 140.0)"
302,"(850.0, 3.0, 0.005, 10, 150.0)","(800.0, 2.5, 0.004, 8, 140.0)","(750.0, 2.0, 0.003, 6, 130.0)","(700.0, 1.8, 0.002, 5, 120.0)","(650.0, 1.5, 0.001, 3, 100.0)"
303,"(750.0, 2.5, 0.01, 5, 100.0)","(700.0, 2.0, 0.02, 4, 120.0)","(650.0, 1.5, 0.03, 3, 140.0)","(600.0, 1.0, 0.04, 2, 160.0)","(550.0, 0.5, 0.05, 1, 180.0)"
304,"(800.0, 2.5, 0.005, 5, 50.0)","(750.0, 2.0, 0.01, 6, 60.0)","(700.0, 1.8, 0.015, 7, 70.0)","(650.0, 1.6, 0.02, 8, 80.0)","(600.0, 1.5, 0.025, 9, 90.0)"
305,"(800.0, 3.5, 0.005, 10, 100.0)","(750.0, 3.0, 0.01, 8, 120.0)","(700.0, 2.5, 0.015, 6, 150.0)","(650.0, 2.0, 0.02, 4, 200.0)","(600.0, 1.8, 0.03, 3, 250.0)"
306,"(750.0, 2.0, 0.01, 5, 50.0)","(720.0, 1.8, 0.02, 4, 60.0)","(700.0, 1.6, 0.03, 3, 70.0)","(680.0, 1.4, 0.04, 2, 80.0)","(650.0, 1.2, 0.05, 1, 90.0)"
307,"(750.0, 2.0, 0.01, 10, 50.0)","(700.0, 1.8, 0.02, 8, 60.0)","(650.0, 1.6, 0.03, 6, 70.0)","(600.0, 1.4, 0.04, 4, 80.0)","(550.0, 1.2, 0.05, 2, 90.0)"
308,"(800.0, 3.0, 0.005, 5, 150.0)","(780.0, 2.5, 0.006, 5, 140.0)","(760.0, 2.0, 0.007, 4, 130.0)","(740.0, 1.8, 0.008, 4, 120.0)","(720.0, 1.5, 0.009, 3, 110.0)"
309,"(750.0, 2.5, 0.01, 5, 100.0)","(700.0, 2.0, 0.01, 5, 120.0)","(650.0, 1.8, 0.01, 5, 150.0)","(600.0, 1.5, 0.01, 5, 180.0)","(550.0, 1.2, 0.01, 5, 200.0)"
310,"(650.0, 1.5, 0.01, 10, 200.0)","(620.0, 1.4, 0.015, 8, 180.0)","(600.0, 1.3, 0.02, 6, 160.0)","(580.0, 1.2, 0.025, 4, 140.0)","(550.0, 1.1, 0.03, 2, 120.0)"
311,"(800.0, 2.0, 0.005, 8, 100.0)","(750.0, 1.8, 0.004, 6, 120.0)","(700.0, 1.6, 0.003, 4, 140.0)","(650.0, 1.4, 0.002, 2, 160.0)","(600.0, 1.2, 0.001, 1, 180.0)"
312,"(750.0, 2.0, 0.01, 5, 50.0)","(700.0, 2.5, 0.05, 5, 100.0)","(650.0, 3.0, 0.1, 5, 150.0)","(600.0, 3.5, 0.1, 6, 200.0)","(550.0, 4.0, 0.1, 7, 250.0)"
313,"(800.0, 2.0, 0.1, 5, 100.0)","(780.0, 1.8, 0.02, 4, 90.0)","(750.0, 1.5, 0.03, 3, 80.0)","(720.0, 1.3, 0.04, 2, 70.0)","(700.0, 1.0, 0.05, 1, 60.0)"
314,"(750.0, 2.5, 0.001, 10, 50.0)","(700.0, 2.3, 0.01, 8, 60.0)","(650.0, 2.0, 0.1, 6, 70.0)","(600.0, 1.7, 1.0, 5, 80.0)","(550.0, 1.5, 10.0, 4, 90.0)"
315,"(850.0, 3.0, 0.001, 10, 100.0)","(820.0, 2.8, 0.0015, 8, 90.0)","(790.0, 2.5, 0.002, 6, 80.0)","(760.0, 2.0, 0.003, 4, 70.0)","(730.0, 1.8, 0.004, 2, 60.0)"
316,"(750.0, 3.0, 0.001, 5, 100.0)","(700.0, 2.5, 0.0015, 6, 90.0)","(650.0, 2.0, 0.002, 7, 80.0)","(600.0, 1.5, 0.003, 8, 70.0)","(550.0, 1.0, 0.004, 9, 60.0)"
317,"(750.0, 2.5, 0.001, 5, 100.0)","(725.0, 2.0, 0.0015, 6, 90.0)","(700.0, 1.8, 0.002, 7, 80.0)","(675.0, 1.5, 0.0025, 8, 70.0)","(650.0, 1.2, 0.003, 9, 60.0)"
318,"(750.0, 2.5, 0.02, 8, 200.0)","(730.0, 2.3, 0.018, 7, 180.0)","(710.0, 2.0, 0.016, 6, 160.0)","(690.0, 1.8, 0.014, 5, 140.0)","(670.0, 1.5, 0.012, 4, 120.0)"
319,"(850.0, 3.0, 0.01, 10, 50.0)","(800.0, 2.5, 0.02, 8, 60.0)","(750.0, 2.0, 0.03, 6, 70.0)","(700.0, 1.8, 0.04, 5, 80.0)","(650.0, 1.5, 0.05, 4, 90.0)"
320,"(750.0, 2.5, 0.001, 10, 30.0)","(720.0, 2.0, 0.0005, 8, 35.0)","(690.0, 1.8, 0.001, 6, 40.0)","(660.0, 1.5, 0.002, 4, 45.0)","(630.0, 1.2, 0.003, 2, 50.0)"
321,"(750.0, 2.5, 0.003, 4, 150.0)","(700.0, 2.0, 0.002, 3, 120.0)","(650.0, 1.8, 0.001, 5, 100.0)","(600.0, 1.5, 0.0005, 2, 80.0)","(550.0, 1.2, 0.0001, 1, 60.0)"
322,"(700.0, 2.5, 0.001, 5, 50.0)","(680.0, 3.0, 0.002, 6, 60.0)","(660.0, 3.5, 0.003, 7, 70.0)","(640.0, 4.0, 0.004, 8, 80.0)","(620.0, 4.5, 0.005, 9, 90.0)"
323,"(750.0, 2.5, 0.0005, 5, 100.0)","(700.0, 3.0, 0.0005, 5, 120.0)","(650.0, 2.0, 0.0007, 6, 140.0)","(600.0, 1.5, 0.0009, 7, 160.0)","(550.0, 1.0, 0.001, 15, 200.0)"
324,"(800.0, 3.0, 0.005, 10, 100.0)","(750.0, 2.5, 0.007, 8, 120.0)","(700.0, 2.0, 0.009, 6, 140.0)","(650.0, 1.8, 0.011, 4, 160.0)","(600.0, 1.5, 0.013, 2, 180.0)"
325,"(750.0, 3.0, 0.001, 10, 100.0)","(700.0, 2.8, 0.0012, 8, 120.0)","(650.0, 2.5, 0.0014, 6, 140.0)","(600.0, 2.2, 0.0016, 4, 160.0)","(550.0, 2.0, 0.0018, 2, 180.0)"
326,"(650.0, 2.0, 0.003, 8, 80.0)","(700.0, 2.5, 0.005, 10, 100.0)","(600.0, 1.5, 0.002, 6, 60.0)","(550.0, 1.0, 0.001, 4, 40.0)","(500.0, 0.5, 0.0005, 2, 20.0)"
327,"(700.0, 2.0, 0.001, 5, 50.0)","(680.0, 2.5, 0.0015, 6, 60.0)","(660.0, 3.0, 0.002, 7, 70.0)","(640.0, 3.5, 0.0025, 8, 80.0)","(620.0, 4.0, 0.003, 9, 90.0)"
328,"(800.0, 3.0, 0.005, 10, 50.0)","(780.0, 2.8, 0.004, 8, 55.0)","(760.0, 2.6, 0.003, 6, 60.0)","(740.0, 2.4, 0.002, 4, 65.0)","(720.0, 2.2, 0.001, 2, 70.0)"
329,"(850.0, 3.5, 0.02, 10, 300.0)","(800.0, 3.0, 0.015, 8, 250.0)","(750.0, 2.5, 0.01, 6, 200.0)","(700.0, 2.0, 0.005, 5, 150.0)","(650.0, 1.5, 0.0025, 3, 100.0)"
330,"(750.0, 2.5, 0.001, 5, 100.0)","(700.0, 2.0, 0.002, 4, 120.0)","(650.0, 1.8, 0.003, 3, 150.0)","(600.0, 1.5, 0.004, 2, 180.0)","(550.0, 1.0, 0.005, 1, 200.0)"
331,"(750.0, 3.0, 0.002, 10, 80.0)","(700.0, 2.5, 0.003, 8, 60.0)","(650.0, 2.0, 0.004, 6, 40.0)","(600.0, 1.5, 0.005, 4, 30.0)","(550.0, 1.0, 0.006, 2, 20.0)"
332,"(750.0, 2.5, 0.01, 10, 80.0)","(700.0, 2.0, 0.015, 8, 75.0)","(650.0, 1.8, 0.02, 6, 70.0)","(600.0, 1.5, 0.025, 5, 65.0)","(550.0, 1.0, 0.03, 3, 60.0)"
333,"(800.0, 3.0, 0.005, 10, 150.0)","(780.0, 2.8, 0.006, 9, 140.0)","(760.0, 2.5, 0.007, 8, 130.0)","(740.0, 2.3, 0.008, 7, 120.0)","(720.0, 2.0, 0.009, 6, 110.0)"
334,"(850.0, 4.0, 0.001, 10, 100.0)","(820.0, 3.8, 0.0015, 9, 95.0)","(780.0, 3.5, 0.002, 8, 90.0)","(750.0, 3.0, 0.0025, 7, 85.0)","(700.0, 2.5, 0.003, 6, 80.0)"
335,"(800.0, 2.5, 0.03, 10, 150.0)","(780.0, 2.3, 0.025, 8, 140.0)","(800.0, 2.5, 0.03, 10, 150.0)","(780.0, 2.3, 0.025, 8, 140.0)","(760.0, 2.0, 0.02, 6, 130.0)"
336,"(750.0, 2.0, 0.01, 10, 100.0)","(700.0, 1.8, 0.015, 9, 90.0)","(650.0, 1.6, 0.02, 8, 80.0)","(600.0, 1.4, 0.025, 7, 70.0)","(550.0, 1.2, 0.03, 6, 60.0)"
337,"(750.0, 2.5, 0.0001, 10, 50.0)","(730.0, 2.8, 0.00012, 8, 60.0)","(710.0, 3.1, 0.00014, 6, 70.0)","(690.0, 3.4, 0.00016, 4, 80.0)","(670.0, 3.7, 0.00018, 2, 90.0)"
338,"(800.0, 3.0, 0.005, 10, 100.0)","(750.0, 2.5, 0.006, 8, 120.0)","(700.0, 2.0, 0.007, 6, 140.0)","(650.0, 1.8, 0.008, 4, 160.0)","(600.0, 1.5, 0.009, 2, 180.0)"
339,"(700.0, 1.5, 0.002, 5, 50.0)","(650.0, 1.8, 0.003, 5, 70.0)","(620.0, 2.0, 0.004, 5, 85.0)","(600.0, 2.2, 0.005, 5, 100.0)","(550.0, 2.5, 0.006, 4, 120.0)"
340,"(800.0, 3.5, 0.1, 5, 200.0)","(750.0, 3.0, 0.05, 4, 150.0)","(700.0, 2.5, 0.02, 3, 100.0)","(650.0, 2.0, 0.01, 2, 75.0)","(600.0, 1.5, 0.005, 1, 50.0)"
341,"(800.0, 3.5, 0.01, 10, 200.0)","(750.0, 4.0, 0.015, 10, 250.0)","(700.0, 3.0, 0.012, 12, 300.0)","(650.0, 2.5, 0.018, 14, 350.0)","(600.0, 2.0, 0.02, 15, 400.0)"
342,"(700.0, 3.0, 0.001, 10, 200.0)","(750.0, 2.5, 0.01, 8, 250.0)","(650.0, 2.0, 0.03, 6, 300.0)","(600.0, 1.8, 0.05, 4, 350.0)","(550.0, 1.5, 0.1, 2, 400.0)"
343,"(750.0, 2.5, 0.002, 10, 50.0)","(730.0, 2.2, 0.003, 8, 60.0)","(710.0, 1.9, 0.004, 6, 70.0)","(690.0, 1.6, 0.005, 4, 80.0)","(670.0, 1.3, 0.006, 2, 90.0)"
