run_id,condition_1,condition_2,condition_3,condition_4,condition_5
331,"(900.0, 5.0, 1.0, 15, 500.0)","(850.0, 0.5, 0.1, 1, 450.0)","(800.0, 3.5, 0.01, 5, 300.0)","(750.0, 2.5, 0.001, 10, 200.0)","(700.0, 1.2, 0.0001, 12, 50.0)"
332,"(500.0, 0.5, 1e-05, 1, 500.0)","(600.0, 5.0, 0.0001, 15, 450.0)","(700.0, 1.0, 0.001, 14, 400.0)","(800.0, 2.0, 0.01, 13, 350.0)","(850.0, 3.0, 0.1, 12, 300.0)"
333,"(850.0, 0.5, 1e-05, 1, 5.0)","(800.0, 1.0, 0.0001, 3, 20.0)","(750.0, 2.0, 0.001, 5, 50.0)","(700.0, 3.0, 0.01, 9, 100.0)","(650.0, 4.0, 0.1, 15, 200.0)"
334,"(500.0, 5.0, 1e-05, 15, 0.5)","(600.0, 4.5, 0.0001, 15, 10.0)","(700.0, 4.0, 0.001, 12, 50.0)","(750.0, 3.5, 0.01, 10, 150.0)","(800.0, 3.0, 0.1, 7, 250.0)"
335,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 4.5, 0.0001, 15, 500.0)","(700.0, 1.2, 1e-05, 12, 30.0)","(800.0, 3.5, 0.01, 5, 150.0)","(900.0, 4.0, 0.1, 7, 450.0)"
336,"(500.0, 0.5, 1e-05, 1, 5.0)","(550.0, 1.0, 0.0001, 3, 10.0)","(600.0, 2.0, 0.001, 5, 20.0)","(650.0, 3.0, 0.01, 10, 50.0)","(700.0, 4.0, 0.1, 15, 100.0)"
337,"(500.0, 0.5, 1e-05, 15, 5.0)","(550.0, 1.0, 1e-05, 14, 10.0)","(600.0, 2.0, 1e-05, 13, 20.0)","(650.0, 3.0, 1e-05, 12, 30.0)","(700.0, 4.0, 1e-05, 11, 40.0)"
339,"(900.0, 0.5, 1e-05, 1, 0.5)","(900.0, 0.6, 1e-05, 2, 1.0)","(900.0, 0.7, 1e-05, 3, 1.5)","(900.0, 0.8, 1e-05, 4, 2.0)","(900.0, 0.9, 1e-05, 5, 2.5)"
340,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 1.0, 0.0001, 10, 50.0)","(700.0, 2.0, 0.001, 7, 150.0)","(800.0, 3.0, 0.01, 5, 300.0)","(900.0, 4.0, 0.1, 3, 450.0)"
341,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 5.0, 1.0, 15, 500.0)","(800.0, 2.0, 1e-05, 15, 100.0)","(750.0, 3.0, 0.0001, 10, 200.0)","(700.0, 4.0, 0.1, 5, 450.0)"
342,"(900.0, 0.5, 1e-05, 15, 500.0)","(850.0, 1.0, 0.0001, 12, 400.0)","(800.0, 2.0, 0.001, 10, 300.0)","(750.0, 3.0, 0.01, 8, 200.0)","(700.0, 4.5, 0.1, 5, 100.0)"
345,"(900.0, 0.5, 1e-05, 15, 0.5)","(850.0, 5.0, 1e-05, 1, 0.75)","(800.0, 2.0, 0.0001, 5, 50.0)","(750.0, 1.0, 0.001, 8, 100.0)","(700.0, 0.7, 0.01, 10, 200.0)"
351,"(500.0, 0.5, 1e-05, 15, 5.0)","(600.0, 4.5, 0.0001, 1, 200.0)","(850.0, 4.0, 0.1, 7, 30.0)","(700.0, 1.2, 0.01, 12, 15.0)","(750.0, 3.5, 0.0001, 5, 450.0)"
352,"(500.0, 0.5, 1e-05, 1, 0.5)","(550.0, 1.0, 0.0001, 2, 10.0)","(600.0, 2.0, 0.001, 3, 50.0)","(650.0, 3.0, 0.01, 4, 200.0)","(700.0, 4.0, 0.1, 5, 450.0)"
353,"(500.0, 5.0, 1e-05, 15, 500.0)","(550.0, 4.5, 0.0001, 14, 450.0)","(600.0, 3.5, 0.001, 12, 300.0)","(700.0, 2.5, 0.01, 10, 100.0)","(800.0, 1.5, 0.1, 1, 50.0)"
355,"(500.0, 0.5, 1e-05, 15, 5.0)","(600.0, 1.0, 0.0001, 12, 10.0)","(700.0, 2.0, 0.001, 10, 20.0)","(800.0, 3.0, 0.01, 8, 50.0)","(900.0, 4.0, 0.1, 5, 100.0)"
356,"(500.0, 5.0, 1e-05, 15, 500.0)","(600.0, 0.5, 0.0001, 1, 450.0)","(750.0, 4.5, 0.1, 12, 400.0)","(850.0, 1.2, 0.01, 5, 300.0)","(900.0, 3.5, 0.0001, 7, 250.0)"
357,"(500.0, 5.0, 1.0, 15, 0.5)","(900.0, 0.5, 1e-05, 1, 500.0)","(600.0, 4.5, 0.1, 15, 450.0)","(850.0, 1.2, 0.01, 12, 30.0)","(750.0, 3.5, 0.0001, 5, 15.0)"
358,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 1.0, 0.0001, 5, 50.0)","(700.0, 2.0, 0.001, 10, 100.0)","(800.0, 3.0, 0.01, 12, 200.0)","(850.0, 4.0, 0.1, 15, 300.0)"
359,"(500.0, 0.5, 1e-05, 15, 500.0)","(900.0, 5.0, 0.0001, 14, 400.0)","(750.0, 1.0, 0.001, 13, 300.0)","(850.0, 2.0, 0.01, 12, 200.0)","(800.0, 3.0, 0.1, 11, 100.0)"
360,"(500.0, 0.5, 1.0, 1, 500.0)","(550.0, 1.0, 0.1, 2, 450.0)","(600.0, 2.0, 0.01, 3, 400.0)","(650.0, 3.0, 0.001, 4, 350.0)","(700.0, 4.0, 0.0001, 5, 300.0)"
361,"(700.0, 0.5, 1.0, 15, 500.0)","(800.0, 1.0, 1e-05, 12, 400.0)","(500.0, 4.5, 0.1, 7, 200.0)","(600.0, 2.0, 0.0001, 10, 50.0)","(750.0, 3.5, 0.01, 5, 10.0)"
362,"(500.0, 0.5, 1.0, 1, 500.0)","(600.0, 1.0, 1e-05, 1, 450.0)","(700.0, 2.5, 0.0001, 5, 300.0)","(800.0, 3.0, 0.01, 10, 100.0)","(850.0, 3.5, 0.001, 12, 50.0)"
364,"(900.0, 5.0, 1.0, 15, 0.5)","(850.0, 4.0, 0.1, 12, 50.0)","(750.0, 3.5, 0.0001, 7, 100.0)","(700.0, 2.5, 0.001, 10, 200.0)","(650.0, 1.5, 1e-05, 5, 300.0)"
365,"(900.0, 5.0, 1.0, 1, 5.0)","(850.0, 4.5, 0.1, 2, 10.0)","(800.0, 4.0, 0.01, 3, 20.0)","(750.0, 3.5, 0.001, 4, 40.0)","(700.0, 3.0, 0.0001, 5, 60.0)"
366,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 2.0, 0.0001, 3, 5.0)","(700.0, 3.5, 0.001, 10, 50.0)","(750.0, 4.0, 0.01, 15, 200.0)","(780.0, 4.5, 0.1, 15, 500.0)"
367,"(900.0, 5.0, 1.0, 15, 0.5)","(800.0, 4.5, 0.5, 14, 10.0)","(750.0, 4.0, 0.1, 13, 50.0)","(700.0, 3.5, 0.01, 12, 200.0)","(600.0, 3.0, 0.0001, 11, 450.0)"
368,"(900.0, 0.5, 1e-05, 15, 450.0)","(500.0, 4.5, 1.0, 1, 5.0)","(600.0, 1.2, 0.0001, 12, 30.0)","(750.0, 3.5, 0.01, 5, 15.0)","(850.0, 4.0, 0.1, 7, 200.0)"
369,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 1.0, 0.0001, 2, 5.0)","(700.0, 2.0, 0.001, 3, 10.0)","(800.0, 3.0, 0.01, 4, 20.0)","(850.0, 4.0, 0.1, 5, 30.0)"
370,"(500.0, 0.5, 1.0, 15, 500.0)","(600.0, 5.0, 1e-05, 1, 0.5)","(700.0, 1.0, 0.0001, 12, 300.0)","(800.0, 4.5, 0.001, 7, 200.0)","(850.0, 3.0, 0.01, 5, 50.0)"
371,"(500.0, 0.5, 1e-05, 1, 0.5)","(550.0, 1.0, 0.0001, 2, 50.0)","(600.0, 2.0, 0.001, 3, 100.0)","(650.0, 3.0, 0.01, 4, 200.0)","(700.0, 4.0, 0.1, 5, 300.0)"
372,"(900.0, 0.5, 1.0, 15, 0.5)","(800.0, 1.0, 0.1, 10, 10.0)","(700.0, 2.0, 0.01, 7, 100.0)","(600.0, 3.0, 0.001, 5, 200.0)","(500.0, 4.5, 0.0001, 3, 450.0)"
373,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 4.5, 0.0001, 15, 5.0)","(700.0, 1.2, 0.1, 12, 30.0)","(850.0, 3.5, 1.0, 5, 15.0)","(900.0, 5.0, 0.01, 1, 450.0)"
377,"(900.0, 5.0, 1e-05, 1, 500.0)","(800.0, 4.0, 0.0001, 5, 300.0)","(750.0, 3.0, 0.001, 10, 150.0)","(700.0, 2.0, 0.01, 12, 50.0)","(650.0, 1.0, 0.1, 15, 5.0)"
378,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 1.0, 0.0001, 2, 10.0)","(700.0, 1.5, 0.001, 3, 20.0)","(800.0, 2.0, 0.01, 4, 30.0)","(900.0, 5.0, 0.1, 15, 500.0)"
379,"(850.0, 0.5, 1e-05, 15, 5.0)","(750.0, 1.0, 0.0001, 10, 20.0)","(600.0, 3.0, 0.001, 5, 50.0)","(700.0, 2.0, 0.01, 8, 100.0)","(720.0, 2.5, 0.01, 10, 150.0)"
380,"(500.0, 4.5, 1e-05, 15, 5.0)","(600.0, 3.5, 0.0001, 15, 20.0)","(700.0, 1.2, 0.01, 7, 30.0)","(750.0, 2.5, 0.1, 5, 50.0)","(850.0, 0.5, 1.0, 12, 450.0)"
381,"(500.0, 0.5, 1.0, 15, 0.5)","(900.0, 5.0, 1e-05, 1, 500.0)","(600.0, 1.0, 0.0001, 2, 50.0)","(700.0, 3.0, 0.001, 8, 100.0)","(800.0, 4.0, 0.01, 12, 300.0)"
382,"(500.0, 0.5, 1e-05, 1, 0.5)","(550.0, 1.0, 0.0001, 3, 1.0)","(600.0, 1.5, 0.001, 5, 2.0)","(650.0, 2.0, 0.01, 7, 3.0)","(700.0, 2.5, 0.1, 10, 4.0)"
385,"(500.0, 5.0, 1e-05, 15, 0.5)","(600.0, 4.5, 0.0001, 10, 50.0)","(700.0, 3.0, 0.001, 7, 200.0)","(800.0, 2.5, 0.01, 5, 300.0)","(900.0, 2.0, 0.1, 1, 500.0)"
386,"(500.0, 5.0, 1.0, 1, 0.5)","(500.0, 0.5, 1e-05, 15, 450.0)","(900.0, 4.5, 0.0001, 12, 400.0)","(750.0, 3.5, 0.01, 7, 250.0)","(700.0, 1.2, 0.1, 5, 15.0)"
387,"(800.0, 4.5, 1e-05, 15, 0.5)","(700.0, 0.5, 0.0001, 14, 100.0)","(600.0, 4.0, 0.1, 13, 200.0)","(550.0, 2.0, 0.01, 12, 250.0)","(500.0, 1.5, 0.001, 10, 300.0)"
389,"(500.0, 0.5, 1e-05, 1, 5.0)","(600.0, 4.5, 0.0001, 15, 50.0)","(700.0, 3.0, 0.001, 7, 500.0)","(750.0, 1.2, 0.01, 5, 100.0)","(850.0, 4.0, 0.1, 12, 300.0)"
390,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 1.0, 0.0001, 14, 10.0)","(700.0, 2.0, 0.001, 13, 20.0)","(800.0, 3.0, 0.01, 12, 30.0)","(900.0, 4.0, 0.1, 11, 40.0)"
391,"(500.0, 0.5, 1e-05, 1, 0.5)","(550.0, 1.0, 0.0001, 2, 10.0)","(600.0, 2.0, 0.001, 3, 20.0)","(650.0, 3.0, 0.01, 4, 30.0)","(700.0, 4.0, 0.1, 5, 40.0)"
392,"(900.0, 0.5, 1e-05, 15, 0.5)","(500.0, 5.0, 1.0, 1, 500.0)","(850.0, 4.5, 0.0001, 1, 15.0)","(750.0, 4.0, 0.1, 12, 30.0)","(700.0, 1.2, 0.01, 5, 450.0)"
394,"(500.0, 0.5, 1.0, 15, 0.5)","(600.0, 5.0, 1e-05, 1, 500.0)","(700.0, 1.0, 0.1, 12, 200.0)","(800.0, 3.0, 0.01, 7, 50.0)","(850.0, 4.5, 0.001, 5, 20.0)"
395,"(500.0, 0.5, 1e-05, 1, 0.5)","(899.9, 5.0, 1.0, 15, 500.0)","(600.0, 1.0, 0.001, 15, 450.0)","(700.0, 2.0, 0.01, 10, 30.0)","(750.0, 3.0, 0.0001, 7, 15.0)"
396,"(500.0, 0.5, 1e-05, 15, 0.5)","(550.0, 1.0, 0.0001, 14, 20.0)","(600.0, 2.0, 0.001, 10, 50.0)","(700.0, 3.0, 0.01, 7, 150.0)","(850.0, 4.5, 0.1, 5, 300.0)"
399,"(500.0, 0.5, 1e-05, 1, 0.5)","(600.0, 1.0, 0.0001, 3, 10.0)","(700.0, 2.0, 0.001, 5, 20.0)","(800.0, 3.0, 0.01, 7, 50.0)","(850.0, 4.0, 0.1, 10, 100.0)"
400,"(500.0, 0.5, 1.0, 1, 450.0)","(600.0, 1.0, 1e-05, 15, 200.0)","(700.0, 3.5, 0.1, 5, 30.0)","(800.0, 4.0, 0.01, 12, 5.0)","(850.0, 4.5, 0.0001, 7, 15.0)"
404,"(900.0, 5.0, 0.1, 1, 500.0)","(850.0, 4.0, 0.01, 7, 200.0)","(750.0, 3.5, 0.0001, 12, 100.0)","(700.0, 2.0, 0.001, 15, 50.0)","(600.0, 1.5, 1e-05, 15, 20.0)"
406,"(850.0, 0.5, 0.1, 15, 5.0)","(800.0, 1.5, 0.005, 12, 10.0)","(750.0, 3.0, 0.01, 10, 50.0)","(700.0, 4.0, 0.002, 8, 100.0)","(650.0, 4.5, 1e-05, 5, 200.0)"
408,"(500.0, 5.0, 1e-05, 15, 500.0)","(600.0, 4.5, 0.0001, 14, 450.0)","(700.0, 4.0, 0.001, 13, 400.0)","(750.0, 3.5, 0.01, 12, 350.0)","(800.0, 3.0, 0.1, 10, 300.0)"
409,"(500.0, 0.5, 1e-05, 1, 5.0)","(600.0, 1.0, 0.0001, 3, 50.0)","(700.0, 2.0, 0.001, 5, 100.0)","(750.0, 3.0, 0.01, 10, 200.0)","(850.0, 4.0, 0.1, 15, 400.0)"
410,"(500.0, 4.5, 1e-05, 15, 500.0)","(600.0, 4.5, 0.0001, 15, 450.0)","(700.0, 3.5, 0.01, 12, 30.0)","(750.0, 2.5, 0.1, 5, 15.0)","(850.0, 1.5, 0.001, 10, 5.0)"
411,"(500.0, 0.5, 1.0, 15, 450.0)","(600.0, 1.0, 0.1, 5, 200.0)","(700.0, 2.0, 0.01, 10, 100.0)","(800.0, 3.0, 0.001, 7, 50.0)","(850.0, 4.0, 0.0001, 3, 20.0)"
412,"(500.0, 5.0, 1e-05, 15, 500.0)","(550.0, 4.5, 0.0001, 12, 400.0)","(600.0, 3.5, 0.001, 10, 200.0)","(700.0, 2.5, 0.01, 7, 100.0)","(750.0, 3.0, 0.1, 5, 50.0)"
414,"(900.0, 5.0, 1e-05, 1, 500.0)","(850.0, 4.5, 0.0001, 15, 450.0)","(750.0, 3.5, 0.01, 12, 15.0)","(700.0, 1.2, 0.1, 5, 30.0)","(600.0, 0.5, 1.0, 7, 200.0)"
415,"(500.0, 5.0, 1e-05, 15, 0.5)","(600.0, 4.5, 1e-05, 14, 100.0)","(700.0, 4.0, 0.0001, 13, 200.0)","(800.0, 3.5, 0.001, 12, 300.0)","(900.0, 3.0, 0.01, 11, 400.0)"
417,"(500.0, 5.0, 1e-05, 1, 500.0)","(500.0, 0.5, 0.0001, 15, 0.5)","(900.0, 0.5, 1.0, 1, 500.0)","(500.0, 5.0, 1e-05, 15, 500.0)","(900.0, 5.0, 1e-05, 15, 500.0)"
418,"(500.0, 0.5, 1.0, 1, 0.5)","(500.0, 0.5, 1e-05, 1, 100.0)","(700.0, 1.0, 0.0001, 5, 150.0)","(750.0, 2.5, 0.001, 10, 200.0)","(800.0, 4.5, 0.01, 15, 250.0)"
419,"(900.0, 0.5, 1e-05, 15, 0.5)","(850.0, 1.0, 0.0001, 14, 50.0)","(800.0, 2.0, 0.001, 10, 100.0)","(750.0, 3.0, 0.01, 8, 200.0)","(700.0, 4.0, 0.1, 5, 300.0)"
421,"(900.0, 5.0, 1.0, 15, 500.0)","(850.0, 4.0, 0.1, 15, 400.0)","(750.0, 3.0, 0.001, 10, 200.0)","(650.0, 2.5, 0.0001, 7, 100.0)","(500.0, 0.5, 1e-05, 1, 50.0)"
422,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 1.0, 0.0001, 12, 50.0)","(700.0, 2.0, 0.001, 10, 100.0)","(750.0, 3.0, 0.01, 8, 200.0)","(850.0, 4.0, 0.1, 5, 300.0)"
424,"(500.0, 0.5, 1e-05, 1, 5.0)","(900.0, 5.0, 1.0, 15, 500.0)","(850.0, 4.0, 0.1, 7, 50.0)","(700.0, 1.2, 0.01, 12, 30.0)","(750.0, 3.5, 0.0001, 5, 150.0)"
425,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 1.0, 0.0001, 10, 10.0)","(700.0, 2.0, 0.001, 8, 50.0)","(750.0, 3.0, 0.01, 6, 150.0)","(800.0, 4.0, 0.1, 4, 300.0)"
426,"(900.0, 5.0, 1.0, 15, 500.0)","(800.0, 4.5, 0.005, 10, 200.0)","(700.0, 4.0, 0.0005, 5, 100.0)","(600.0, 3.5, 5e-05, 7, 50.0)","(500.0, 3.0, 0.05, 1, 10.0)"
427,"(500.0, 5.0, 1.0, 15, 500.0)","(600.0, 4.5, 0.1, 15, 400.0)","(700.0, 4.0, 0.01, 14, 300.0)","(750.0, 3.5, 0.001, 13, 200.0)","(800.0, 3.0, 0.0001, 12, 100.0)"
429,"(500.0, 5.0, 1e-05, 15, 0.5)","(600.0, 0.5, 0.0001, 14, 100.0)","(700.0, 2.5, 0.001, 10, 200.0)","(800.0, 3.0, 0.01, 8, 300.0)","(850.0, 4.0, 0.1, 5, 400.0)"
433,"(500.0, 0.5, 1e-05, 1, 450.0)","(700.0, 1.2, 0.01, 12, 200.0)","(850.0, 4.0, 0.1, 7, 5.0)","(600.0, 4.5, 0.0001, 15, 30.0)","(750.0, 3.5, 1.0, 5, 15.0)"
434,"(500.0, 0.5, 1e-05, 15, 0.5)","(550.0, 5.0, 0.0001, 1, 500.0)","(600.0, 4.5, 0.001, 14, 450.0)","(650.0, 4.0, 0.01, 13, 300.0)","(700.0, 3.5, 0.1, 12, 200.0)"
435,"(500.0, 0.5, 1e-05, 15, 500.0)","(550.0, 4.5, 0.0001, 14, 400.0)","(600.0, 2.0, 0.001, 13, 300.0)","(650.0, 3.0, 0.01, 12, 200.0)","(700.0, 5.0, 0.1, 11, 100.0)"
438,"(899.0, 4.9, 1.0, 15, 0.5)","(850.0, 4.5, 0.1, 14, 10.0)","(700.0, 0.6, 0.001, 10, 50.0)","(650.0, 2.5, 0.0001, 8, 100.0)","(750.0, 3.5, 0.0001, 12, 200.0)"
439,"(900.0, 0.5, 1.0, 15, 0.5)","(800.0, 1.0, 0.1, 14, 10.0)","(700.0, 2.0, 0.001, 10, 100.0)","(600.0, 3.0, 0.0001, 8, 200.0)","(500.0, 4.0, 1e-05, 1, 450.0)"
440,"(900.0, 0.5, 1e-05, 15, 0.5)","(850.0, 1.0, 0.0001, 10, 5.0)","(800.0, 2.5, 0.001, 7, 30.0)","(750.0, 3.0, 0.01, 12, 50.0)","(700.0, 4.5, 0.1, 5, 100.0)"
441,"(500.0, 0.5, 1e-05, 15, 5.0)","(500.0, 0.5, 1e-05, 1, 450.0)","(550.0, 0.5, 0.0001, 15, 200.0)","(600.0, 1.0, 0.01, 14, 50.0)","(650.0, 2.0, 0.001, 10, 100.0)"
443,"(500.0, 5.0, 1e-05, 1, 500.0)","(600.0, 0.5, 0.0001, 15, 450.0)","(700.0, 0.6, 1.0, 5, 400.0)","(750.0, 1.2, 0.01, 10, 30.0)","(850.0, 4.5, 0.1, 12, 5.0)"
445,"(900.0, 0.5, 1.0, 1, 0.5)","(800.0, 4.5, 1e-05, 15, 500.0)","(700.0, 1.0, 0.001, 5, 50.0)","(600.0, 2.0, 0.0001, 7, 200.0)","(750.0, 3.0, 0.01, 10, 250.0)"
446,"(900.0, 0.5, 1e-05, 15, 0.5)","(500.0, 4.5, 0.0001, 15, 500.0)","(600.0, 4.5, 0.1, 1, 5.0)","(700.0, 0.5, 1.0, 15, 500.0)","(800.0, 4.5, 0.01, 15, 450.0)"
447,"(900.0, 0.5, 1.0, 15, 500.0)","(800.0, 1.5, 0.1, 10, 300.0)","(750.0, 3.0, 0.001, 7, 100.0)","(700.0, 3.5, 0.0001, 5, 50.0)","(600.0, 4.0, 1e-05, 3, 20.0)"
451,"(500.0, 5.0, 1e-05, 15, 500.0)","(600.0, 4.5, 0.0001, 12, 400.0)","(700.0, 3.5, 0.01, 10, 200.0)","(800.0, 2.0, 0.1, 7, 100.0)","(850.0, 1.5, 1.0, 1, 50.0)"
453,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 5.0, 1.0, 1, 500.0)","(700.0, 1.0, 0.1, 10, 200.0)","(750.0, 3.0, 0.001, 7, 100.0)","(800.0, 4.0, 0.0001, 5, 50.0)"
455,"(500.0, 0.5, 1.0, 1, 500.0)","(600.0, 4.5, 1e-05, 15, 200.0)","(700.0, 1.2, 0.0001, 12, 30.0)","(800.0, 3.5, 0.1, 7, 15.0)","(900.0, 5.0, 0.01, 5, 5.0)"
456,"(500.0, 0.5, 1.0, 1, 500.0)","(550.0, 1.5, 1e-05, 15, 450.0)","(600.0, 2.5, 0.0001, 10, 400.0)","(650.0, 3.5, 0.001, 7, 350.0)","(700.0, 4.5, 0.01, 5, 300.0)"
457,"(900.0, 5.0, 1e-05, 15, 0.5)","(500.0, 0.5, 1.0, 1, 500.0)","(700.0, 3.5, 0.0001, 12, 30.0)","(750.0, 1.2, 0.01, 7, 15.0)","(850.0, 4.0, 0.1, 5, 5.0)"
459,"(500.0, 5.0, 1e-05, 1, 0.5)","(600.0, 4.5, 0.0001, 5, 50.0)","(700.0, 3.0, 0.001, 10, 100.0)","(750.0, 2.5, 0.01, 15, 200.0)","(780.0, 2.0, 0.1, 12, 400.0)"
463,"(500.0, 0.5, 1.0, 15, 0.5)","(550.0, 1.0, 1e-05, 10, 5.0)","(600.0, 2.0, 0.0001, 5, 100.0)","(700.0, 3.0, 0.001, 3, 200.0)","(800.0, 4.0, 0.01, 2, 400.0)"
464,"(900.0, 5.0, 1e-05, 15, 0.5)","(850.0, 4.5, 0.0001, 14, 1.0)","(800.0, 4.0, 0.001, 13, 50.0)","(750.0, 3.5, 0.01, 12, 100.0)","(700.0, 3.0, 0.1, 11, 500.0)"
467,"(500.0, 0.5, 1.0, 1, 0.5)","(900.0, 5.0, 1e-05, 15, 500.0)","(550.0, 0.6, 0.0001, 1, 1.0)","(850.0, 4.5, 0.1, 7, 4.0)","(700.0, 1.2, 0.01, 12, 30.0)"
468,"(500.0, 0.5, 1e-05, 15, 0.5)","(900.0, 5.0, 1.0, 1, 500.0)","(850.0, 4.5, 0.1, 15, 450.0)","(750.0, 3.5, 0.001, 12, 15.0)","(700.0, 1.2, 0.0001, 5, 30.0)"
469,"(500.0, 0.5, 1e-05, 1, 0.5)","(500.0, 4.5, 0.0001, 15, 500.0)","(600.0, 0.5, 0.0001, 1, 200.0)","(700.0, 3.5, 0.01, 12, 30.0)","(850.0, 4.0, 0.1, 7, 450.0)"
471,"(500.0, 0.5, 1e-05, 15, 500.0)","(600.0, 4.5, 0.0001, 12, 200.0)","(700.0, 1.2, 0.01, 7, 30.0)","(850.0, 3.5, 0.1, 5, 15.0)","(900.0, 4.0, 1.0, 1, 5.0)"
472,"(900.0, 0.5, 1e-05, 15, 0.5)","(850.0, 1.0, 0.0001, 14, 5.0)","(800.0, 2.5, 0.001, 10, 50.0)","(750.0, 4.0, 0.01, 7, 250.0)","(700.0, 4.5, 0.1, 5, 490.0)"
473,"(500.0, 0.5, 1e-05, 15, 0.5)","(500.0, 1.0, 0.0001, 14, 10.0)","(600.0, 2.0, 0.001, 13, 20.0)","(700.0, 3.0, 0.01, 12, 30.0)","(800.0, 4.0, 0.1, 11, 400.0)"
475,"(500.0, 0.5, 1.0, 1, 500.0)","(550.0, 4.5, 1e-05, 15, 450.0)","(600.0, 1.0, 0.1, 12, 300.0)","(650.0, 2.0, 0.01, 10, 100.0)","(700.0, 3.0, 0.001, 8, 50.0)"
476,"(500.0, 0.5, 1e-05, 15, 0.5)","(600.0, 1.0, 0.0001, 14, 50.0)","(700.0, 2.0, 0.001, 13, 100.0)","(800.0, 3.0, 0.01, 12, 200.0)","(900.0, 4.0, 0.1, 11, 450.0)"
477,"(500.0, 5.0, 1e-05, 1, 0.5)","(550.0, 4.5, 0.0001, 2, 50.0)","(700.0, 2.0, 0.001, 5, 100.0)","(750.0, 3.0, 0.01, 10, 200.0)","(800.0, 3.5, 0.1, 15, 300.0)"
478,"(850.0, 0.5, 1e-05, 15, 0.5)","(800.0, 1.0, 0.0001, 10, 10.0)","(750.0, 2.0, 0.001, 8, 50.0)","(700.0, 3.0, 0.01, 5, 150.0)","(650.0, 4.0, 0.1, 3, 200.0)"
480,"(500.0, 0.5, 1e-05, 15, 0.5)","(850.0, 4.5, 0.0001, 12, 200.0)","(700.0, 1.2, 0.01, 7, 500.0)","(750.0, 3.5, 0.0001, 5, 150.0)","(800.0, 2.0, 0.001, 10, 250.0)"
481,"(500.0, 0.5, 1e-05, 15, 500.0)","(550.0, 5.0, 1.0, 1, 450.0)","(600.0, 4.5, 0.0001, 15, 400.0)","(650.0, 3.0, 0.001, 12, 350.0)","(700.0, 2.5, 0.01, 10, 300.0)"
483,"(500.0, 5.0, 1e-05, 15, 0.5)","(900.0, 0.5, 1.0, 1, 500.0)","(500.0, 4.0, 0.0001, 1, 1.0)","(900.0, 1.0, 1e-05, 15, 50.0)","(500.0, 0.5, 0.001, 5, 10.0)"
484,"(900.0, 0.5, 1.0, 15, 0.5)","(800.0, 2.0, 1e-05, 5, 5.0)","(700.0, 3.0, 0.001, 3, 30.0)","(750.0, 2.5, 0.0001, 7, 100.0)","(600.0, 4.0, 0.01, 10, 200.0)"
485,"(900.0, 0.5, 1e-05, 15, 500.0)","(800.0, 4.0, 0.0001, 12, 400.0)","(700.0, 2.5, 0.001, 7, 250.0)","(600.0, 3.0, 0.01, 10, 200.0)","(500.0, 4.5, 0.1, 15, 50.0)"
486,"(900.0, 0.5, 1.0, 15, 0.5)","(850.0, 5.0, 1.0, 15, 5.0)","(800.0, 3.5, 0.1, 12, 20.0)","(750.0, 2.5, 0.01, 10, 100.0)","(700.0, 2.0, 0.001, 8, 300.0)"
487,"(500.0, 0.5, 1e-05, 15, 500.0)","(550.0, 1.0, 0.0001, 14, 450.0)","(600.0, 2.0, 0.001, 13, 400.0)","(650.0, 3.0, 0.01, 12, 350.0)","(700.0, 4.0, 0.1, 11, 300.0)"
488,"(500.0, 0.5, 1.0, 1, 0.5)","(550.0, 1.0, 1e-05, 2, 50.0)","(600.0, 2.0, 0.0001, 3, 100.0)","(650.0, 3.0, 0.001, 4, 200.0)","(700.0, 4.0, 0.01, 5, 300.0)"
489,"(900.0, 0.5, 1.0, 1, 0.5)","(800.0, 1.0, 0.5, 2, 10.0)","(700.0, 2.0, 0.2, 3, 50.0)","(600.0, 3.0, 0.1, 4, 150.0)","(550.0, 4.5, 0.05, 5, 300.0)"
490,"(500.0, 0.5, 1e-05, 1, 5.0)","(550.0, 1.0, 2e-05, 3, 10.0)","(600.0, 2.0, 5e-05, 5, 50.0)","(700.0, 3.0, 0.0001, 10, 200.0)","(800.0, 4.0, 0.0005, 15, 450.0)"
491,"(900.0, 0.5, 1e-05, 15, 0.5)","(890.0, 0.6, 0.0001, 14, 0.6)","(880.0, 1.0, 0.001, 12, 0.7)","(800.0, 2.0, 0.01, 10, 0.8)","(700.0, 3.0, 0.1, 7, 0.9)"
